TAIUTC       26     UNIT(DAY, SEC)   FORMAT(I2,1X,A3,I3,4X,F20.12,3X,F10.6)
000623    2451718.500000000000      .206555    .10770   .29081
000624    2451719.500000000000      .206417    .10789   .28917
000625    2451720.500000000000      .206106    .10819   .28789
000626    2451721.500000000000      .205699    .10855   .28667
000627    2451722.500000000000      .205322    .10899   .28533
000628    2451723.500000000000      .204865    .10952   .28398
000629    2451724.500000000000      .204468    .11002   .28284
000630    2451725.500000000000      .204241    .11021   .28156
000701    2451726.500000000000      .204053    .11014   .28000
000702    2451727.500000000000      .203972    .10994   .27862
000703    2451728.500000000000      .203955    .10952   .27741
000704    2451729.500000000000      .203882    .10897   .27634
000705    2451730.500000000000      .203668    .10821   .27546
000706    2451731.500000000000      .203193    .10739   .27468
000707    2451732.500000000000      .202554    .10699   .27389
000708    2451733.500000000000      .201893    .10681   .27323
000709    2451734.500000000000      .201268    .10632   .27270
000710    2451735.500000000000      .200708    .10545   .27207
000711    2451736.500000000000      .200244    .10445   .27130
000712    2451737.500000000000      .199900    .10362   .27038
000713    2451738.500000000000      .199687    .10291   .26924
000714    2451739.500000000000      .199608    .10215   .26810
000715    2451740.500000000000      .199601    .10120   .26702
000716    2451741.500000000000      .199704    .10011   .26585
000717    2451742.500000000000      .199911    .09923   .26483
000718    2451743.500000000000      .200143    .09827   .26390
000719    2451744.500000000000      .200317    .09712   .26291
000720    2451745.500000000000      .200418    .09602   .26160
000721    2451746.500000000000      .200504    .09486   .26016
000722    2451747.500000000000      .200577    .09345   .25905
000723    2451748.500000000000      .200548    .09208   .25809
000724    2451749.500000000000      .200430    .09125   .25701
000725    2451750.500000000000      .200319    .09080   .25613
000726    2451751.500000000000      .200277    .09042   .25564
000727    2451752.500000000000      .200282    .09021   .25513
000728    2451753.500000000000      .200335    .08982   .25456
000729    2451754.500000000000      .200487    .08909   .25397
000730    2451755.500000000000      .200653    .08832   .25321
000731    2451756.500000000000      .200742    .08760   .25240
000801    2451757.500000000000      .200695    .08692   .25176
000802    2451758.500000000000      .200471    .08635   .25119
000803    2451759.500000000000      .200090    .08588   .25075
000804    2451760.500000000000      .199716    .08531   .25031
000805    2451761.500000000000      .199326    .08460   .24968
000806    2451762.500000000000      .199005    .08389   .24906
000807    2451763.500000000000      .198822    .08320   .24858
000808    2451764.500000000000      .198794    .08227   .24818
000809    2451765.500000000000      .198893    .08117   .24779
000810    2451766.500000000000      .199086    .07998   .24755
000811    2451767.500000000000      .199332    .07836   .24721
000812    2451768.500000000000      .199582    .07660   .24645
000813    2451769.500000000000      .199790    .07508   .24566
000814    2451770.500000000000      .199936    .07368   .24512
000815    2451771.500000000000      .199996    .07261   .24459
000816    2451772.500000000000      .199910    .07199   .24418
000817    2451773.500000000000      .199631    .07132   .24412
000818    2451774.500000000000      .199203    .07035   .24419
000819    2451775.500000000000      .198676    .06908   .24415
000820    2451776.500000000000      .198046    .06751   .24402
000821    2451777.500000000000      .197338    .06584   .24387
000822    2451778.500000000000      .196638    .06395   .24366
000823    2451779.500000000000      .196037    .06207   .24345
000824    2451780.500000000000      .195558    .06054   .24311
000825    2451781.500000000000      .195139    .05907   .24277
000826    2451782.500000000000      .194687    .05738   .24275
000827    2451783.500000000000      .194212    .05554   .24270
000828    2451784.500000000000      .193668    .05377   .24248
000829    2451785.500000000000      .192968    .05224   .24220
000830    2451786.500000000000      .192090    .05105   .24184
000831    2451787.500000000000      .191130    .05005   .24170
000901    2451788.500000000000      .190205    .04900   .24183
000902    2451789.500000000000      .189339    .04787   .24190
000903    2451790.500000000000      .188541    .04661   .24193
000904    2451791.500000000000      .187972    .04512   .24205
000905    2451792.500000000000      .187560    .04337   .24212
000906    2451793.500000000000      .187368    .04130   .24215
000907    2451794.500000000000      .187327    .03896   .24198
000908    2451795.500000000000      .187308    .03665   .24159
000909    2451796.500000000000      .187404    .03422   .24112
000910    2451797.500000000000      .187463    .03186   .24052
000911    2451798.500000000000      .187408    .02985   .24007
000912    2451799.500000000000      .187267    .02777   .23973
000913    2451800.500000000000      .187040    .02518   .23955
000914    2451801.500000000000      .186642    .02217   .23966
000915    2451802.500000000000      .186049    .01923   .23977
000916    2451803.500000000000      .185345    .01692   .23980
000917    2451804.500000000000      .184597    .01519   .23996
000918    2451805.500000000000      .183906    .01370   .24045
000919    2451806.500000000000      .183341    .01224   .24117
000920    2451807.500000000000      .182889    .01058   .24210
000921    2451808.500000000000      .182489    .00873   .24303
000922    2451809.500000000000      .182165    .00691   .24355
000923    2451810.500000000000      .181718    .00541   .24351
000924    2451811.500000000000      .181211    .00418   .24340
000925    2451812.500000000000      .180632    .00294   .24341
000926    2451813.500000000000      .179873    .00172   .24353
000927    2451814.500000000000      .178875    .00067   .24396
000928    2451815.500000000000      .177734   -.00060   .24462
000929    2451816.500000000000      .176600   -.00235   .24547
000930    2451817.500000000000      .175631   -.00423   .24631
001001    2451818.500000000000      .174726   -.00583   .24697
001002    2451819.500000000000      .173925   -.00730   .24764
001003    2451820.500000000000      .173365   -.00917   .24832
001004    2451821.500000000000      .173046   -.01118   .24887
001005    2451822.500000000000      .172815   -.01305   .24939
001006    2451823.500000000000      .172574   -.01467   .24993
001007    2451824.500000000000      .172301   -.01615   .25031
001008    2451825.500000000000      .171864   -.01765   .25052
001009    2451826.500000000000      .171242   -.01910   .25093
001010    2451827.500000000000      .170483   -.02052   .25185
001011    2451828.500000000000      .169575   -.02179   .25312
001012    2451829.500000000000      .168464   -.02293   .25470
001013    2451830.500000000000      .167262   -.02437   .25643
001014    2451831.500000000000      .165884   -.02623   .25791
001015    2451832.500000000000      .164454   -.02827   .25915
001016    2451833.500000000000      .163176   -.03037   .26022
001017    2451834.500000000000      .162125   -.03224   .26107
001018    2451835.500000000000      .161176   -.03394   .26182
001019    2451836.500000000000      .160193   -.03565   .26264
001020    2451837.500000000000      .159310   -.03741   .26350
001021    2451838.500000000000      .158429   -.03916   .26442
001022    2451839.500000000000      .157343   -.04062   .26541
001023    2451840.500000000000      .156011   -.04205   .26677
001024    2451841.500000000000      .154545   -.04334   .26837
001025    2451842.500000000000      .153033   -.04433   .26995
001026    2451843.500000000000      .151471   -.04552   .27165
001027    2451844.500000000000      .149910   -.04699   .27344
001028    2451845.500000000000      .148430   -.04833   .27493
001029    2451846.500000000000      .147161   -.04929   .27636
001030    2451847.500000000000      .146048   -.05010   .27826
001031    2451848.500000000000      .144978   -.05119   .28053
001101    2451849.500000000000      .144007   -.05243   .28260
001102    2451850.500000000000      .143228   -.05376   .28426
001103    2451851.500000000000      .142424   -.05512   .28596
001104    2451852.500000000000      .141570   -.05642   .28766
001105    2451853.500000000000      .140659   -.05772   .28925
001106    2451854.500000000000      .139683   -.05922   .29114
001107    2451855.500000000000      .138615   -.06076   .29341
001108    2451856.500000000000      .137438   -.06222   .29568
001109    2451857.500000000000      .136161   -.06373   .29770
001110    2451858.500000000000      .134813   -.06510   .29937
001111    2451859.500000000000      .133465   -.06602   .30059
